"Outlook","Calendar","Alt+- or Ctrl+Alt+3","Switch to the Full Week view"
"Outlook","Calendar","Ctrl+Alt+2","Switch to the Work Week view"
"Outlook","Calendar","Ctrl+Comma (,) or Ctrl+Shift+Comma (,)","Go to the previous appointment"
"Outlook","Calendar","Ctrl+Period (.) or Ctrl+Shift+Period (.)","Go to the next appointment"
"Outlook","Calendar","Ctrl+G","Set up recurrence for an open appointment or meeting"
"Outlook","Calendar","Alt+O","Open an appointment when the reminder appears"
"Outlook","Calendar","Alt+V,M","Open the reminder window"
"Outlook","Calendar","Alt+S ","Snooze the reminder"
"Outlook","Calendar","Alt+D","Dismiss the reminder"
"Outlook","Calendar","Ctrl+E","Jump to Search"
"Outlook","Calendar","Alt+H,S,V or Ctrl+Alt+5","Show the selected schedule in a horizontal layout if you want to compare calendars to schedule meetings"
"Outlook","Calendar","Alt+H,O,C","Add shared calendars from your contacts, or create a new calendar"
"Outlook","Calendar","Alt+H,C,G","Create a new calendar group or add a department calendar"
"Outlook","Calendar","Alt+H,E","Email a selected calendar to a contact"
"Outlook","Calendar","Alt+H,S,C","Share a calendar with others"
"Outlook","Calendar","Alt+H,P,O","Publish a calendar online"
"Outlook","Calendar","Alt+H,F,P","View and edit the sharing permissions for a folder"
"Outlook","Calendar","Alt+H,F,C","Search for contacts"
"Outlook","Calendar","Alt+H,A,B","Open the address book"
"Outlook","Calendar","Alt+H,C,O","Open the Outlook Options dialog box for calendars"
"Outlook","Calendar","Alt+X","Open the calendar scheduling assistant from the meeting window"
"Outlook","Calendar Day/Week/Month","Alt+key for number of days","View from one through nine days"
"Outlook","Calendar Day/Week/Month","Alt+0","View 10 days"
"Outlook","Calendar Day/Week/Month","Alt+-","Switch to the Week view"
"Outlook","Calendar Day/Week/Month","Alt+=","Switch to the Month view"
"Outlook","Calendar Day/Week/Month","Ctrl+Tab or F6","Move between the Calendar view, TaskPad, and Folder list"
"Outlook","Calendar Day/Week/Month","Shift+Tab","Select the previous appointment"
"Outlook","Calendar Day/Week/Month","Left","Go to the previous day"
"Outlook","Calendar Day/Week/Month","Right","Go to the next day"
"Outlook","Calendar Day/Week/Month","Alt+Down","Go to the same day in the next week"
"Outlook","Calendar Day/Week/Month","Alt+Up","Go to the same day in the previous week"
"Outlook","Calendar Single Day View","Home","Select the time that begins your work day"
"Outlook","Calendar Single Day View","End","Select the time that ends your work day"
"Outlook","Calendar Single Day View","Up","Select the previous block of time"
"Outlook","Calendar Single Day View","Down","Select the next block of time"
"Outlook","Calendar Single Day View","Page up","Select the block of time at the top of the screen"
"Outlook","Calendar Single Day View","Page down","Select the block of time at the bottom of the screen"
"Outlook","Calendar Single Day View","Shift+Up or Shift+Down","Extend or reduce the selected time"
"Outlook","Calendar Single Day View","Alt+Down","Go to the same day in the next week"
"Outlook","Calendar Single Day View","Alt+Up","Go to the same day in the previous week"
"Outlook","Calendar Week View","Home","Go to the start of work hours for the selected day"
"Outlook","Calendar Week View","End","Go to the end of work hours for the selected day"
"Outlook","Calendar Week View","Page up","Go up one page view in the selected day"
"Outlook","Calendar Week View","Page down","Go down one page view in the selected day"
"Outlook","Calendar Week View","Shift+Left, Shift+Right, Shift+Up, Shift+Down, Shift+Home, or Shift+End","Change the duration of the selected block of time"
"Outlook","Calendar Month View","Home","Go to the first day of the week"
"Outlook","Calendar Month View","Page up","Go to the same day of the week in the previous page"
"Outlook","Calendar Month View","Page down","Go to the same day of the week in the next page"
"Outlook","Calendar Date Navigator","Alt+Home","Go to the first day of the current week"
"Outlook","Calendar Date Navigator","Alt+End","Go to the last day of the current week"
"Outlook","Calendar Date Navigator","Alt+Up","Go to the same day in the previous week"
"Outlook","Calendar Date Navigator","Alt+Down","Go to the same day in the next week"
"Outlook","Tasks","Ctrl+C","Accept a task request"
"Outlook","Tasks","Ctrl+D","Decline a task request"
"Outlook","Tasks","Ctrl+E","Find a task or other item"
"Outlook","Tasks","Ctrl+Y","Open the Go to Folder dialog box"
"Outlook","Tasks","Ctrl+N","Create a task when in Tasks view"
"Outlook","Tasks","Ctrl+Shift+K","Create a task from any Outlook view"
"Outlook","Tasks","Ctrl+O","Open the selected item"
"Outlook","Tasks","Ctrl+P","Print the selected item"
"Outlook","Tasks","Ctrl+A","Select all items"
"Outlook","Tasks","Ctrl+D","Delete selected item"
"Outlook","Tasks","Ctrl+F","Forward a task as an attachment"
"Outlook","Tasks","Ctrl+Shift+Alt+U","Create a task request"
"Outlook","Tasks","F6","Switch between the Folder pane, Tasks list, and To-Do bar"
"Outlook","Tasks","Ctrl+Z","Undo the last action"
"Outlook","Tasks","Insert","Flag an item or mark complete"
